,loop_id,rmse,a0,a1,a2,a3,a4,b0,b1,b2,b3,domain_type
0,0,1.2033867670175445e-06,-0.0004949035568109791,-3.4021188893200836e-05,2.0375066749874335,-0.343601971985215,-1.2161915478257407e-06,1.0111774013316919,6.203273737771626,5.66151101016708,1.946104841151967,reversed
1,1,1.2242599876680162e-06,-1.2970641195294125e-05,1.643203715902206e-05,-8.47112513129137,4.502499120178704,-2.5402177853502497e-06,0.0010073102548116119,13.891494461901038,4.127238108259082,4.36794919939893,normal
2,2,2.5843569393519294e-06,0.000638784937151635,-3.608561948639e-05,-8.498690972904113,4.315342581798207,5.264782995350664e-06,0.002254481102801205,19.999999528252534,3.1171086420622163,4.242236148141095,normal
3,3,6.992994702438813e-06,0.0005693452948475853,-9.9439929369954e-05,-6.255862658311266,-3.203621685779407,8.947233255699743e-06,0.6852080870840292,12.79111110544264,0.703696226604093,0.013916330019162785,reversed
4,4,0.00035765403540936327,0.0018045319193036565,-0.003446109581904225,-0.25386635544796876,-1.1310909185820988,0.00020916046743105107,0.6874093072467741,6.357254873347331,0.0010000001,6.548511458087982,normal
5,5,0.004839439375873064,0.0017709676985411895,-0.03950138166647435,4.248672992338958,8.276915939713927,0.000588813892462467,0.018322324965190196,0.0010080370464696285,7.4922273989236565,19.970061122704735,reversed
6,6,0.0008814045664648868,0.0023821950838150527,-0.0035701641270706134,1.0662860823656906,-5.054593968515958,0.0001945671881728936,0.0026190752660098706,0.7295827683446241,0.07118789939446937,7.172230001566384,reversed
7,7,0.0009394267606342026,0.08094730482458208,-0.195765046583381,-1.9110129783971481,4.202626218538647,0.006744035577009533,10.918610254277981,19.999999998,17.885939738340046,13.771150626784706,reversed
8,8,2.8251810219779426e-05,-6.914427300347295e-05,0.0001481211906617499,-7.601604672581442,2.1369786181133086,-5.423659803999231e-06,0.006696743297017772,0.0016489197098588182,19.371672542059752,1.7469961116342645,normal
9,9,0.00024208293715670526,0.016434013405379665,-0.0404762518362152,-2.4572374393687126,3.7330724076174344,0.0014686976811295696,9.199321752023396,19.999999998,16.193882359269296,13.75465136305932,normal
10,10,0.0003276518680779583,0.002896567474381724,-0.003979899064750581,-5.738522889096292,4.0904381643994006,0.00019148208015934428,5.567223669068988,0.18870967975360184,19.999833056153847,1.4425149273322304,normal
11,11,0.000643913150872676,-0.002157093462877325,0.002193514788010733,1.1148367833118624,-8.49999999915,-8.871974056598817e-06,0.03934378555857102,0.3013728470862739,19.999999998,3.079084613938302,reversed
12,12,1.7637235847453472e-06,9.471122652985253e-05,-2.978617520141841e-05,-1.3967514624981154,7.73256285118473,1.5055324148581666e-06,19.999999998,2.7284793312443285,19.999999998,0.5713724785551864,normal
13,13,1.202268922339103e-05,-9.36208759974987e-05,0.0002999536220295726,8.448930157236306,-2.1686929196866918,-2.6131661030505727e-06,3.9672987868551752,0.001012814415129523,2.5432206787762923,1.2741650982850008,reversed
14,14,7.5064315355059476e-06,7.332883079159348e-05,-9.82213541866594e-05,7.435184101574453,-1.0742868108390031,4.4019960888605225e-06,9.656699799051253,0.0010000440490798993,2.9122615514459236,0.0010007641350038394,reversed
15,15,4.451093782726273e-06,2.124247759510594e-05,-3.739878745724287e-05,6.425531732835011,-3.1945627447572655,1.5164954022938826e-06,14.603584669237922,0.15335504207248618,3.944585807089411,0.00854451894482455,reversed
16,16,0.00018053948189662226,0.0002974446027369357,0.00023913921097303895,-8.49999999915,3.080109150663446,-6.0144480561792256e-05,19.999999997981014,0.0010000001,1.638802262974024,1.5582294602694307,normal
17,17,0.0008455080999131381,-0.007271460388444578,0.010621703928577458,-1.2310002402593898,4.596454098467036,-0.0005204385872245857,8.735841610374116,0.0010000005739128645,18.762702046971928,1.6347321155286307,normal
18,18,6.148184894176155e-05,0.00017605958125777567,-0.00034499270307522816,-7.10143379827313,-1.7158863116906484,2.5384027428590143e-05,0.0010000001,11.57336222729991,0.0010000001,6.106440226756848,normal
19,19,4.637709294139161e-05,0.00030844225696992383,-0.0004216118058185964,5.29489679809698,-1.2853373545909932,2.4699996317352576e-05,12.644225567858019,0.016270203757039206,5.239275383883794,0.08438056223033438,reversed
20,20,8.011372176310515e-07,-2.7504663204322446e-05,1.7897412115846408e-05,0.77284744964973,-1.7140335368919708,2.973784827721879e-07,0.0022950557754626275,6.017319198554401,4.116780562158268,1.4694755898614922,reversed
21,21,8.119661350325866e-07,0.0003294010688099629,1.40897391919547e-05,2.7333506558765435,-2.4972486851525675,9.689210164002455e-09,2.1613256473349027,3.491420773058121,2.206612985023878,2.461538384720769,reversed
22,22,2.0152678656453462e-05,-0.0002195308414980338,0.0003025984203162664,7.7516158337058805,-3.702267816380706,-1.1963100463990151e-05,10.243526153621694,0.0025951759709657335,0.011663091693628896,1.5703736742660201,reversed
23,23,3.709102405305669e-06,-5.198244154442865e-05,9.794433689247294e-05,5.950133520089887,-2.6710678078215375,1.3565388014384764e-06,2.541585838967313,1.8456682328633114,0.5619480912786068,0.007762078879055878,reversed
24,24,2.5229582361549396e-06,1.8516953958364649e-06,1.377293887284111e-05,2.3429904519452855,-6.468174077677102,-9.692476050528917e-07,0.5214133036330972,8.039252814455418,0.0010005586923828287,5.451973229707327,reversed
25,25,6.94995845017262e-06,-5.423265547412271e-05,9.871713955863831e-05,4.79689173612326,-3.4977287551139766,8.244533945088254e-07,0.027321757264625268,0.11633907527895904,1.6394270521606158,0.0010000001,reversed
26,26,3.952267990761014e-05,-0.0002244333597670654,0.0003785954491539112,4.251994231275631,-2.658034002478766,8.974349460124691e-06,0.002676362100351449,1.13823569821898,1.0006992963693093,0.001000006052740138,reversed
27,27,3.105057047458368e-06,-8.834405259044047e-05,8.417606741793998e-05,5.575349574886217,-3.7932940402508413,-2.018902094540122e-06,10.570611842589459,3.808727439793484,1.0096564061852051,1.4571993709681295,reversed
28,28,6.732463223279548e-07,-0.000105757524159783,8.199397424016006e-06,-7.381297998105725,4.789162276781365,-8.905910034959018e-07,0.030939541494698727,11.905616509259392,6.508020570007604,6.6629312275055925,normal
